year,games_type,host_country,host_city,competitions,sports,disabilities,country_rank,country,participants_men,participants_women,gold,silver,bronze
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",48.0,Austria,21,6,1,4,4
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",49.0,Czechia,23,14,1,2,4
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",49.0,Denmark,13,8,1,2,4
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",50.0,Namibia,7,2,1,2,2
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",51.0,Argentina,56,26,1,1,3
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",52.0,Vietnam,7,4,1,1,2
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",53.0,Finland,19,7,1,1,1
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",53.0,Trinidad and Tobago,1,2,1,1,1
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",54.0,Kazakhstan,7,4,1,1,0
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",54.0,Slovenia,7,1,1,1,0
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",55.0,Bahrain,0,2,1,0,0
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",55.0,Bulgaria,4,3,1,0,0
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",55.0,Georgia,3,2,1,0,0
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",55.0,Kuwait,6,0,1,0,0
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",56.0,Japan,86,46,0,10,14
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",57.0,Venezuela,16,8,0,3,3
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",58.0,Jordan,7,3,0,2,1
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",59.0,Qatar,2,1,0,2,0
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",60.0,Chinese Taipei,5,8,0,1,1
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",61.0,Bosnia and Herzegovina,13,1,0,1,0
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",61.0,Côte d'Ivoire,3,2,0,1,0
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",61.0,Ethiopia,4,1,0,1,0
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",61.0,Uganda,1,0,0,1,0
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",62.0,Portugal,25,12,0,0,4
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",63.0,Israel,17,16,0,0,3
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",64.0,Mongolia,6,2,0,0,2
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",65.0,Cape Verde,2,0,0,0,1
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",65.0,Indonesia,6,3,0,0,1
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",65.0,Mozambique,0,1,0,0,1
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",65.0,Pakistan,1,0,0,0,1
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",65.0,Philippines,3,2,0,0,1
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",65.0,Romania,9,3,0,0,1
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",65.0,Saudi Arabia,3,0,0,0,1
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",65.0,Sri Lanka,8,1,0,0,1
2018,Winter,Republic of Korea,Pyeongchang,80,7,"Spinal injury, Amputee, Vision Impairment, Cerebral",1.0,United States of America,50,18,13,15,8
2018,Winter,Republic of Korea,Pyeongchang,80,7,"Spinal injury, Amputee, Vision Impairment, Cerebral",3.0,Canada,39,13,8,4,16
2018,Winter,Republic of Korea,Pyeongchang,80,7,"Spinal injury, Amputee, Vision Impairment, Cerebral",4.0,France,9,2,7,8,5
2018,Winter,Republic of Korea,Pyeongchang,80,7,"Spinal injury, Amputee, Vision Impairment, Cerebral",5.0,Germany,9,11,7,8,4
2018,Winter,Republic of Korea,Pyeongchang,80,7,"Spinal injury, Amputee, Vision Impairment, Cerebral",6.0,Ukraine,14,6,7,7,8
2018,Winter,Republic of Korea,Pyeongchang,80,7,"Spinal injury, Amputee, Vision Impairment, Cerebral",7.0,Slovakia,8,3,6,4,1
2018,Winter,Republic of Korea,Pyeongchang,80,7,"Spinal injury, Amputee, Vision Impairment, Cerebral",8.0,Belarus,7,7,4,4,4
2018,Winter,Republic of Korea,Pyeongchang,80,7,"Spinal injury, Amputee, Vision Impairment, Cerebral",9.0,Japan,33,5,3,4,3
2018,Winter,Republic of Korea,Pyeongchang,80,7,"Spinal injury, Amputee, Vision Impairment, Cerebral",10.0,Netherlands,4,5,3,3,1
2018,Winter,Republic of Korea,Pyeongchang,80,7,"Spinal injury, Amputee, Vision Impairment, Cerebral",11.0,Switzerland,10,3,3,0,0
2018,Winter,Republic of Korea,Pyeongchang,80,7,"Spinal injury, Amputee, Vision Impairment, Cerebral",12.0,Italy,25,0,2,2,1
2018,Winter,Republic of Korea,Pyeongchang,80,7,"Spinal injury, Amputee, Vision Impairment, Cerebral",13.0,Great Britain,9,5,1,4,2
2018,Winter,Republic of Korea,Pyeongchang,80,7,"Spinal injury, Amputee, Vision Impairment, Cerebral",14.0,Norway,26,5,1,3,4
2018,Winter,Republic of Korea,Pyeongchang,80,7,"Spinal injury, Amputee, Vision Impairment, Cerebral",15.0,Australia,9,2,1,0,3
2018,Winter,Republic of Korea,Pyeongchang,80,7,"Spinal injury, Amputee, Vision Impairment, Cerebral",16.0,Finland,10,3,1,0,2
2018,Winter,Republic of Korea,Pyeongchang,80,7,"Spinal injury, Amputee, Vision Impairment, Cerebral",16.0,Republic of Korea,33,4,1,0,2
2018,Winter,Republic of Korea,Pyeongchang,80,7,"Spinal injury, Amputee, Vision Impairment, Cerebral",16.0,New Zealand,3,0,1,0,2
2018,Winter,Republic of Korea,Pyeongchang,80,7,"Spinal injury, Amputee, Vision Impairment, Cerebral",17.0,Croatia,6,1,1,0,1
2018,Winter,Republic of Korea,Pyeongchang,80,7,"Spinal injury, Amputee, Vision Impairment, Cerebral",18.0,People's Republic of China,20,6,1,0,0
2018,Winter,Republic of Korea,Pyeongchang,80,7,"Spinal injury, Amputee, Vision Impairment, Cerebral",18.0,Kazakhstan,5,1,1,0,0
2018,Winter,Republic of Korea,Pyeongchang,80,7,"Spinal injury, Amputee, Vision Impairment, Cerebral",19.0,Austria,10,3,0,2,5
2018,Winter,Republic of Korea,Pyeongchang,80,7,"Spinal injury, Amputee, Vision Impairment, Cerebral",20.0,Spain,2,1,0,1,1
2018,Winter,Republic of Korea,Pyeongchang,80,7,"Spinal injury, Amputee, Vision Impairment, Cerebral",21.0,Sweden,22,2,0,1,0
2018,Winter,Republic of Korea,Pyeongchang,80,7,"Spinal injury, Amputee, Vision Impairment, Cerebral",22.0,Belgium,1,1,0,0,1
2018,Winter,Republic of Korea,Pyeongchang,80,7,"Spinal injury, Amputee, Vision Impairment, Cerebral",22.0,Poland,6,1,0,0,1
2018,Winter,Republic of Korea,Pyeongchang,80,7,"Spinal injury, Amputee, Vision Impairment, Cerebral",,Neutral Para Athlete,13,17,8,10,6
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",1.0,People's Republic of China,116,132,96,60,51
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",2.0,Great Britain,120,91,41,38,45
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",3.0,United States of America,116,119,37,36,31
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",4.0,RPC,5,2,36,33,49
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",5.0,Netherlands,29,41,25,17,17
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",6.0,Ukraine,79,58,24,47,27
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",7.0,Brazil,138,95,22,20,30
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",8.0,Australia,98,76,21,29,30
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",9.0,Italy,52,61,14,29,26
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",10.0,Azerbaijan,24,11,14,1,4
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",11.0,Japan,148,106,13,15,23
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",12.0,Germany,77,57,13,12,18
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",13.0,Islamic Republic of Iran,53,9,12,11,1
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",14.0,France,100,37,11,15,29
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",15.0,Spain,85,42,9,15,12
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",16.0,Uzbekistan,25,19,8,5,6
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",17.0,Poland,55,34,7,6,11
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",18.0,Hungary,17,20,7,5,4
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",19.0,Switzerland,8,13,7,4,3
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",20.0,Mexico,31,29,7,2,13
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",21.0,New Zealand,16,13,6,3,3
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",22.0,Israel,15,17,6,2,1
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",23.0,Canada,57,69,5,10,6
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",24.0,India,40,14,5,8,6
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",25.0,Thailand,48,26,5,5,8
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",26.0,Slovakia,20,7,5,2,4
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",27.0,Belarus,12,7,5,1,1
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",28.0,Tunisia,12,13,4,5,2
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",29.0,Algeria,35,21,4,4,4
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",30.0,Morocco,21,13,4,4,3
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",31.0,Belgium,23,8,4,3,8
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",32.0,Ireland,13,14,4,2,1
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",33.0,Nigeria,10,12,4,1,5
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",34.0,South Africa,20,14,4,1,2
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",35.0,Cuba,12,4,4,1,1
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",36.0,Jordan,6,4,4,0,1
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",37.0,Colombia,41,20,3,7,14
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",38.0,Venezuela,12,14,3,2,2
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",39.0,Malaysia,18,3,3,2,0
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",40.0,Denmark,16,9,3,1,1
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",41.0,Republic of Korea,57,28,2,10,12
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",42.0,Turkiye,43,44,2,4,9
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",43.0,Indonesia,14,9,2,3,4
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",44.0,Czechia,18,10,2,3,3
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",45.0,Chile,10,9,2,3,1
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",45.0,Serbia,13,7,2,3,1
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",46.0,Norway,5,10,2,0,2
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",47.0,Singapore,4,6,2,0,0
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",48.0,Austria,18,6,1,5,3
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",49.0,Sweden,11,15,1,5,2
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",50.0,Greece,33,11,1,3,7
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",51.0,Finland,11,5,1,3,1
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",51.0,Kazakhstan,16,10,1,3,1
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",52.0,United Arab Emirates,7,5,1,1,1
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",53.0,Costa Rica,7,2,1,1,0
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",54.0,Ecuador,5,3,1,0,2
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",55.0,Cyprus,1,2,1,0,1
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",55.0,Sri Lanka,8,1,1,0,1
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",56.0,Ethiopia,2,1,1,0,0
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",56.0,Mongolia,7,4,1,0,0
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",56.0,Pakistan,1,1,1,0,0
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",56.0,Peru,7,4,1,0,0
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",57.0,Argentina,36,18,0,5,4
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",58.0,Egypt,29,20,0,5,2
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",59.0,Croatia,16,6,0,3,4
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",60.0,Latvia,4,3,0,3,2
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",61.0,Georgia,9,4,0,3,0
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",62.0,"Hong Kong, China",9,14,0,2,3
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",63.0,Bulgaria,2,2,0,2,0
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",64.0,Iraq,14,5,0,1,2
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",65.0,Kuwait,2,1,0,1,1
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",65.0,Namibia,2,1,0,1,1
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",65.0,Romania,6,1,0,1,1
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",65.0,Slovenia,7,0,0,1,1
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",66.0,Vietnam,4,3,0,1,0
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",67.0,Lithuania,10,1,0,0,3
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",68.0,Portugal,23,10,0,0,2
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",69.0,Bosnia and Herzegovina,14,1,0,0,1
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",69.0,Chinese Taipei,4,6,0,0,1
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",69.0,El Salvador,2,1,0,0,1
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",69.0,Kenya,4,5,0,0,1
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",69.0,Montenegro,4,1,0,0,1
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",69.0,Oman,2,1,0,0,1
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",69.0,Qatar,1,1,0,0,1
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",69.0,Saudi Arabia,5,2,0,0,1
2020,Summer,Japan,Tokyo,539,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",69.0,Uganda,1,3,0,0,1
2022,Winter,China,Beijing,78,6,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",1.0,People's Republic of China,68,28,18,20,23
2022,Winter,China,Beijing,78,6,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",2.0,Ukraine,12,8,11,10,8
2022,Winter,China,Beijing,78,6,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",3.0,Canada,31,13,8,6,11
2022,Winter,China,Beijing,78,6,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",4.0,France,12,2,7,3,2
2022,Winter,China,Beijing,78,6,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",5.0,United States of America,50,15,6,11,3
2022,Winter,China,Beijing,78,6,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",6.0,Austria,11,5,5,5,3
2022,Winter,China,Beijing,78,6,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",7.0,Germany,9,8,4,8,7
2022,Winter,China,Beijing,78,6,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",8.0,Norway,8,5,4,2,1
2022,Winter,China,Beijing,78,6,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",9.0,Japan,21,8,4,1,2
2022,Winter,China,Beijing,78,6,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",10.0,Slovakia,21,6,3,0,3
2022,Winter,China,Beijing,78,6,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",11.0,Italy,27,2,2,3,2
2022,Winter,China,Beijing,78,6,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",12.0,Sweden,6,3,2,2,3
2022,Winter,China,Beijing,78,6,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",13.0,Finland,5,1,2,2,0
2022,Winter,China,Beijing,78,6,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",14.0,Great Britain,16,5,1,1,4
2022,Winter,China,Beijing,78,6,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",15.0,New Zealand,3,0,1,1,2
2022,Winter,China,Beijing,78,6,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",16.0,Netherlands,5,3,0,3,1
2022,Winter,China,Beijing,78,6,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",17.0,Australia,5,2,0,0,1
2022,Winter,China,Beijing,78,6,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",17.0,Kazakhstan,5,0,0,0,1
2022,Winter,China,Beijing,78,6,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",17.0,Switzerland,9,3,0,0,1
